Entity,Code,Year,Wind (TWh growth - equivalent)
Ireland,IRL,2000,0.16857862
Ireland,IRL,2001,0.25976247
Ireland,IRL,2002,0.1513139
Ireland,IRL,2003,0.18418169
Ireland,IRL,2004,0.5709282
Ireland,IRL,2005,1.2966098
Ireland,IRL,2006,1.4317629
Ireland,IRL,2007,0.9223318
Ireland,IRL,2008,1.2349696
Ireland,IRL,2009,1.481061
Ireland,IRL,2010,-0.44084263
Ireland,IRL,2011,4.272236
Ireland,IRL,2012,-1.0874987
Ireland,IRL,2013,1.3813009
Ireland,IRL,2014,1.5476828
Ireland,IRL,2015,3.7766514
Ireland,IRL,2016,-1.2482204
Ireland,IRL,2017,3.3548775
Ireland,IRL,2018,3.0477219
Ireland,IRL,2019,3.55262
Ireland,IRL,2020,3.92103
Ireland,IRL,2021,-4.751713
Ireland,IRL,2022,4.0105724
Israel,ISR,1991,0
Israel,ISR,1992,0
Israel,ISR,1993,0
Israel,ISR,1994,0
Israel,ISR,1995,0
Israel,ISR,1996,0
Israel,ISR,1997,0
Israel,ISR,1998,0
Israel,ISR,1999,0
Israel,ISR,2000,0
Israel,ISR,2001,0.029377777
Israel,ISR,2002,0.0027294457
Israel,ISR,2003,0.0026941672
Israel,ISR,2004,-0.0031033345
Israel,ISR,2005,-0.00020055845
Israel,ISR,2006,-0.0030433312
Israel,ISR,2007,-0.00017805584
Israel,ISR,2008,-0.0029855836
Israel,ISR,2009,-0.00015611015
Israel,ISR,2010,-0.0029297788
Israel,ISR,2011,-0.002894055
Israel,ISR,2012,-0.0028589722
Israel,ISR,2013,-0.000099109486
Israel,ISR,2014,0.095804155
Israel,ISR,2015,-0.094383046
Israel,ISR,2016,0.0676775
Israel,ISR,2017,0.008609444
Israel,ISR,2018,0.025824718
Israel,ISR,2019,0.007314451
Israel,ISR,2020,0.028428063
Israel,ISR,2021,-0.06534279
Israel,ISR,2022,-0.00032916665
Italy,ITA,1966,0
Italy,ITA,1967,0
Italy,ITA,1968,0
Italy,ITA,1969,0
Italy,ITA,1970,0
Italy,ITA,1971,0
Italy,ITA,1972,0
Italy,ITA,1973,0
Italy,ITA,1974,0
Italy,ITA,1975,0
Italy,ITA,1976,0
Italy,ITA,1977,0
Italy,ITA,1978,0
Italy,ITA,1979,0
Italy,ITA,1980,0
Italy,ITA,1981,0
Italy,ITA,1982,0
Italy,ITA,1983,0
Italy,ITA,1984,0
Italy,ITA,1985,0
Italy,ITA,1986,0
Italy,ITA,1987,0
Italy,ITA,1988,0
Italy,ITA,1989,0.005913972
Italy,ITA,1990,-0.00023894431
Italy,ITA,1991,0.002837527
Italy,ITA,1992,-0.002837527
Italy,ITA,1993,0.0056750276
Italy,ITA,1994,0.008512556
Italy,ITA,1995,0.005675027
Italy,ITA,1996,0.068100415
Italy,ITA,1997,0.25528666
Italy,ITA,1998,0.33709666
Italy,ITA,1999,0.5056452
Italy,ITA,2000,0.47311842
Italy,ITA,2001,1.7988669
Italy,ITA,2002,0.63439155
Italy,ITA,2003,0.13033724
Italy,ITA,2004,1.0940304
Italy,ITA,2005,1.3865671
Italy,ITA,2006,1.744719
Italy,ITA,2007,2.9529247
Italy,ITA,2008,2.2530708
Italy,ITA,2009,4.613022
Italy,ITA,2010,7.05694
Italy,ITA,2011,1.8607483
Italy,ITA,2012,9.570999
Italy,ITA,2013,3.8391457
Italy,ITA,2014,0.5189514
Italy,ITA,2015,-1.1452904
Italy,ITA,2016,7.3791046
Italy,ITA,2017,-0.13697052
Italy,ITA,2018,-0.34358215
Italy,ITA,2019,6.379154
Italy,ITA,2020,-3.978527
Italy,ITA,2021,5.486595
Italy,ITA,2022,-0.89032745
Japan,JPN,1966,0
Japan,JPN,1967,0
Japan,JPN,1968,0
Japan,JPN,1969,0
Japan,JPN,1970,0
Japan,JPN,1971,0
Japan,JPN,1972,0
Japan,JPN,1973,0
Japan,JPN,1974,0
Japan,JPN,1975,0
Japan,JPN,1976,0
Japan,JPN,1977,0
Japan,JPN,1978,0
Japan,JPN,1979,0
Japan,JPN,1980,0
Japan,JPN,1981,0
Japan,JPN,1982,0
Japan,JPN,1983,0
Japan,JPN,1984,0
Japan,JPN,1985,0
Japan,JPN,1986,0
Japan,JPN,1987,0
Japan,JPN,1988,0
Japan,JPN,1989,0
Japan,JPN,1990,0
Japan,JPN,1991,0
Japan,JPN,1992,0
Japan,JPN,1993,0.0028375275
Japan,JPN,1994,0
Japan,JPN,1995,0
Japan,JPN,1996,0.0028375
Japan,JPN,1997,-0.0028375
Japan,JPN,1998,0.018070472
Japan,JPN,1999,0.086618945
Japan,JPN,2000,0.214785
Japan,JPN,2001,0.41801053
Japan,JPN,2002,0.46515608
Japan,JPN,2003,1.2074245
Japan,JPN,2004,1.7366755
Japan,JPN,2005,1.319541
Japan,JPN,2006,0.6058192
Japan,JPN,2007,1.6727424
Japan,JPN,2008,0.5279403
Japan,JPN,2009,1.295846
Japan,JPN,2010,1.3247032
Japan,JPN,2011,1.4047832
Japan,JPN,2012,0.6613188
Japan,JPN,2013,1.0277576
Japan,JPN,2014,-0.4066906
Japan,JPN,2015,0.481534
Japan,JPN,2016,0.23256493
Japan,JPN,2017,1.2103529
Japan,JPN,2018,1.5436077
Japan,JPN,2019,0.73789406
Japan,JPN,2020,2.7464008
Japan,JPN,2021,1.0516472
Japan,JPN,2022,-0.27874947
Kazakhstan,KAZ,1991,0
Kazakhstan,KAZ,1992,0
Kazakhstan,KAZ,1993,0
Kazakhstan,KAZ,1994,0
Kazakhstan,KAZ,1995,0
Kazakhstan,KAZ,1996,0
Kazakhstan,KAZ,1997,0
Kazakhstan,KAZ,1998,0
Kazakhstan,KAZ,1999,0
Kazakhstan,KAZ,2000,0
Kazakhstan,KAZ,2001,0
Kazakhstan,KAZ,2002,0
Kazakhstan,KAZ,2003,0
Kazakhstan,KAZ,2004,0
Kazakhstan,KAZ,2005,0
Kazakhstan,KAZ,2006,0
Kazakhstan,KAZ,2007,0
Kazakhstan,KAZ,2008,0
Kazakhstan,KAZ,2009,0
Kazakhstan,KAZ,2010,0
Kazakhstan,KAZ,2011,0.0004055222
Kazakhstan,KAZ,2012,0.0069017275
Kazakhstan,KAZ,2013,0.005089861
Kazakhstan,KAZ,2014,0.023539554
Kazakhstan,KAZ,2015,0.31878778
Kazakhstan,KAZ,2016,0.38141468
Kazakhstan,KAZ,2017,0.16807055
Kazakhstan,KAZ,2018,0.11522895
Kazakhstan,KAZ,2019,0.8445455
Kazakhstan,KAZ,2020,0.8375783
Kazakhstan,KAZ,2021,1.8688946
Kazakhstan,KAZ,2022,2.0270653
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
Kuwait,KWT,2007,0
Kuwait,KWT,2008,0
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0
Kuwait,KWT,2011,0
Kuwait,KWT,2012,0
Kuwait,KWT,2013,0
Kuwait,KWT,2014,0
Kuwait,KWT,2015,0
Kuwait,KWT,2016,0
Kuwait,KWT,2017,0.005216139
Kuwait,KWT,2018,-0.000030500349
Kuwait,KWT,2019,0.0044145826
Kuwait,KWT,2020,0.002919307
Kuwait,KWT,2021,-0.00007991772
Kuwait,KWT,2022,-0.000045360066
Latvia,LVA,1991,0
Latvia,LVA,1992,0
Latvia,LVA,1993,0
Latvia,LVA,1994,0
Latvia,LVA,1995,0
Latvia,LVA,1996,0.002957
Latvia,LVA,1997,0.002956972
Latvia,LVA,1998,0
Latvia,LVA,1999,0
Latvia,LVA,2000,0.008870971
Latvia,LVA,2001,-0.0059715817
Latvia,LVA,2002,0.02329386
Latvia,LVA,2003,0.10709861
Latvia,LVA,2004,0.0019950122
Latvia,LVA,2005,-0.006620288
Latvia,LVA,2006,-0.0036919415
Latvia,LVA,2007,0.018975273
Latvia,LVA,2008,0.013119444
Latvia,LVA,2009,-0.028933048
Latvia,LVA,2010,0.0019530505
Latvia,LVA,2011,0.05986111
Latvia,LVA,2012,0.10026443
Latvia,LVA,2013,0.028195828
Latvia,LVA,2014,-0.05070582
Latvia,LVA,2015,0.12224805
Latvia,LVA,2016,-0.04785195
Latvia,LVA,2017,0.051178604
Latvia,LVA,2018,-0.07631445
Latvia,LVA,2019,0.08305809
Latvia,LVA,2020,0.058501095
Latvia,LVA,2021,-0.094346106
Latvia,LVA,2022,0.1375969
Lithuania,LTU,1991,0
Lithuania,LTU,1992,0
Lithuania,LTU,1993,0
Lithuania,LTU,1994,0
Lithuania,LTU,1995,0
Lithuania,LTU,1996,0
Lithuania,LTU,1997,0
Lithuania,LTU,1998,0
Lithuania,LTU,1999,0
Lithuania,LTU,2000,0
Lithuania,LTU,2001,0
Lithuania,LTU,2002,0
Lithuania,LTU,2003,0
Lithuania,LTU,2004,0.003457972
Lithuania,LTU,2005,0.0016961668
Lithuania,LTU,2006,0.033827804
Lithuania,LTU,2007,0.26102862
Lithuania,LTU,2008,0.068388045
Lithuania,LTU,2009,0.072012216
Lithuania,LTU,2010,0.18131891
Lithuania,LTU,2011,0.68863106
Lithuania,LTU,2012,0.17055857
Lithuania,LTU,2013,0.16169
Lithuania,LTU,2014,0.08877504
Lithuania,LTU,2015,0.45073092
Lithuania,LTU,2016,0.85873175
Lithuania,LTU,2017,0.58862066
Lithuania,LTU,2018,-0.60011005
Lithuania,LTU,2019,0.9230192
Lithuania,LTU,2020,0.12283611
Lithuania,LTU,2021,-0.512084
Lithuania,LTU,2022,0.37929344
Lower-middle-income countries,,1966,0
Lower-middle-income countries,,1967,0
Lower-middle-income countries,,1968,0
Lower-middle-income countries,,1969,0
Lower-middle-income countries,,1970,0
Lower-middle-income countries,,1971,0
Lower-middle-income countries,,1972,0
Lower-middle-income countries,,1973,0
Lower-middle-income countries,,1974,0
Lower-middle-income countries,,1975,0
Lower-middle-income countries,,1976,0
Lower-middle-income countries,,1977,0
Lower-middle-income countries,,1978,0
Lower-middle-income countries,,1979,0
Lower-middle-income countries,,1980,0
Lower-middle-income countries,,1981,0
Lower-middle-income countries,,1982,0
Lower-middle-income countries,,1983,0
Lower-middle-income countries,,1984,0
Lower-middle-income countries,,1985,0
Lower-middle-income countries,,1986,0
Lower-middle-income countries,,1987,0
Lower-middle-income countries,,1988,0
Lower-middle-income countries,,1989,0
Lower-middle-income countries,,1990,0.08960583
Lower-middle-income countries,,1991,0.24426776
Lower-middle-income countries,,1992,-0.07226887
Lower-middle-income countries,,1993,0.018629164
Lower-middle-income countries,,1994,0.28537884
Lower-middle-income countries,,1995,0.9024437
Lower-middle-income countries,,1996,1.1293037
Lower-middle-income countries,,1997,0.32414508
Lower-middle-income countries,,1998,0.2779572
Lower-middle-income countries,,1999,1.2345428
Lower-middle-income countries,,2000,0.8069625
Lower-middle-income countries,,2001,2.1710706
Lower-middle-income countries,,2002,0.023125648
Lower-middle-income countries,,2003,1.7155557
Lower-middle-income countries,,2004,8.169122
Lower-middle-income countries,,2005,2.2549858
Lower-middle-income countries,,2006,9.855196
Lower-middle-income countries,,2007,6.9665604
Lower-middle-income countries,,2008,8.329735
Lower-middle-income countries,,2009,5.701107
Lower-middle-income countries,,2010,10.379013
Lower-middle-income countries,,2011,12.770016
Lower-middle-income countries,,2012,9.667503
Lower-middle-income countries,,2013,9.916748
Lower-middle-income countries,,2014,11.274696
Lower-middle-income countries,,2015,4.0251923
Lower-middle-income countries,,2016,31.892021
Lower-middle-income countries,,2017,26.437119
Lower-middle-income countries,,2018,29.208023
Lower-middle-income countries,,2019,18.860336
Lower-middle-income countries,,2020,-3.9347076
Lower-middle-income countries,,2021,29.17006
Lower-middle-income countries,,2022,15.107758
Luxembourg,LUX,1991,0
Luxembourg,LUX,1992,0
Luxembourg,LUX,1993,0
Luxembourg,LUX,1994,0
Luxembourg,LUX,1995,0
Luxembourg,LUX,1996,0
Luxembourg,LUX,1997,0.008870971
Luxembourg,LUX,1998,0.023655973
Luxembourg,LUX,1999,0.020698886
Luxembourg,LUX,2000,0.019938894
Luxembourg,LUX,2001,-0.0034216717
Luxembourg,LUX,2002,0.0017072186
Luxembourg,LUX,2003,0.0044402853
Luxembourg,LUX,2004,0.037643604
Luxembourg,LUX,2005,0.036081947
Luxembourg,LUX,2006,0.015377492
Luxembourg,LUX,2007,0.016782776
Luxembourg,LUX,2008,-0.011517778
Luxembourg,LUX,2009,0.0070002824
Luxembourg,LUX,2010,-0.024371654
Luxembourg,LUX,2011,0.02380471
Luxembourg,LUX,2012,0.035714716
Luxembourg,LUX,2013,0.013876677
Luxembourg,LUX,2014,-0.009891391
Luxembourg,LUX,2015,0.057881936
Luxembourg,LUX,2016,-0.0025919378
Luxembourg,LUX,2017,0.35325024
Luxembourg,LUX,2018,0.048603892
Luxembourg,LUX,2019,0.06791806
Luxembourg,LUX,2020,0.18072808
Luxembourg,LUX,2021,-0.09972668
Luxembourg,LUX,2022,0.05013001
Malaysia,MYS,1972,0
Malaysia,MYS,1973,0
Malaysia,MYS,1974,0
Malaysia,MYS,1975,0
Malaysia,MYS,1976,0
Malaysia,MYS,1977,0
Malaysia,MYS,1978,0
Malaysia,MYS,1979,0
Malaysia,MYS,1980,0
Malaysia,MYS,1981,0
Malaysia,MYS,1982,0
Malaysia,MYS,1983,0
Malaysia,MYS,1984,0
Malaysia,MYS,1985,0
Malaysia,MYS,1986,0
Malaysia,MYS,1987,0
Malaysia,MYS,1988,0
Malaysia,MYS,1989,0
Malaysia,MYS,1990,0
Malaysia,MYS,1991,0
Malaysia,MYS,1992,0
Malaysia,MYS,1993,0
Malaysia,MYS,1994,0
Malaysia,MYS,1995,0
Malaysia,MYS,1996,0
Malaysia,MYS,1997,0
Malaysia,MYS,1998,0
Malaysia,MYS,1999,0
Malaysia,MYS,2000,0
Malaysia,MYS,2001,0
Malaysia,MYS,2002,0
Malaysia,MYS,2003,0
Malaysia,MYS,2004,0
Malaysia,MYS,2005,0
Malaysia,MYS,2006,0
Malaysia,MYS,2007,0
Malaysia,MYS,2008,0
Malaysia,MYS,2009,0
Malaysia,MYS,2010,0
Malaysia,MYS,2011,0
Malaysia,MYS,2012,0
Malaysia,MYS,2013,0
Malaysia,MYS,2014,0
Malaysia,MYS,2015,0
Malaysia,MYS,2016,0
Malaysia,MYS,2017,0
Malaysia,MYS,2018,0
Malaysia,MYS,2019,0
Malaysia,MYS,2020,0
Malaysia,MYS,2021,0
Malaysia,MYS,2022,0
Mexico,MEX,1972,0
Mexico,MEX,1973,0
Mexico,MEX,1974,0
Mexico,MEX,1975,0
Mexico,MEX,1976,0
Mexico,MEX,1977,0
Mexico,MEX,1978,0
Mexico,MEX,1979,0
Mexico,MEX,1980,0
Mexico,MEX,1981,0
Mexico,MEX,1982,0
Mexico,MEX,1983,0
Mexico,MEX,1984,0
Mexico,MEX,1985,0
Mexico,MEX,1986,0
Mexico,MEX,1987,0
Mexico,MEX,1988,0
Mexico,MEX,1989,0
Mexico,MEX,1990,0.002957
Mexico,MEX,1991,0
Mexico,MEX,1992,0
Mexico,MEX,1993,0
Mexico,MEX,1994,0.011827944
Mexico,MEX,1995,0.005913973
Mexico,MEX,1996,-0.0029569734
Mexico,MEX,1997,0.017741943
Mexico,MEX,1998,0.008870836
Mexico,MEX,1999,0.005914163
Mexico,MEX,2000,0.005913891
Mexico,MEX,2001,-0.0033024997
Mexico,MEX,2002,0.008415278
Mexico,MEX,2003,-0.0061933324
Mexico,MEX,2004,0.0025308318
Mexico,MEX,2005,-0.0032283291
Mexico,MEX,2006,0.07363862
Mexico,MEX,2007,0.5732066
Mexico,MEX,2008,0.015314698
Mexico,MEX,2009,0.94887686
Mexico,MEX,2010,1.773809
Mexico,MEX,2011,1.1078987
Mexico,MEX,2012,5.5659595
Mexico,MEX,2013,1.291522
Mexico,MEX,2014,6.004566
Mexico,MEX,2015,6.1411
Mexico,MEX,2016,4.232254
Mexico,MEX,2017,0.47977066
Mexico,MEX,2018,4.6379585
Mexico,MEX,2019,11.191391
Mexico,MEX,2020,7.653816
Mexico,MEX,2021,3.4006386
Mexico,MEX,2022,-2.1768913
Middle Africa (EI),,1981,0
Middle Africa (EI),,1982,0
Middle Africa (EI),,1983,0
Middle Africa (EI),,1984,0
Middle Africa (EI),,1985,0
Middle Africa (EI),,1986,0
Middle Africa (EI),,1987,0
Middle Africa (EI),,1988,0
Middle Africa (EI),,1989,0
Middle Africa (EI),,1990,0
Middle Africa (EI),,1991,0
Middle Africa (EI),,1992,0
Middle Africa (EI),,1993,0
Middle Africa (EI),,1994,0
Middle Africa (EI),,1995,0
Middle Africa (EI),,1996,0
Middle Africa (EI),,1997,0
Middle Africa (EI),,1998,0
Middle Africa (EI),,1999,0
Middle Africa (EI),,2000,0
Middle Africa (EI),,2001,0
Middle Africa (EI),,2002,0
Middle Africa (EI),,2003,0
Middle Africa (EI),,2004,0
Middle Africa (EI),,2005,0
Middle Africa (EI),,2006,0
Middle Africa (EI),,2007,0
Middle Africa (EI),,2008,0
Middle Africa (EI),,2009,0
Middle Africa (EI),,2010,0
Middle Africa (EI),,2011,0
Middle Africa (EI),,2012,0
Middle Africa (EI),,2013,0
Middle Africa (EI),,2014,0
Middle Africa (EI),,2015,0
Middle Africa (EI),,2016,0.023825638
Middle Africa (EI),,2017,-0.00014016777
Middle Africa (EI),,2018,-0.00013849884
Middle Africa (EI),,2019,-0.00008680485
Middle Africa (EI),,2020,-0.00008619577
Middle Africa (EI),,2021,-0.00014916435
Middle Africa (EI),,2022,-0.000084694475
Middle East (EI),,1972,0
Middle East (EI),,1973,0
Middle East (EI),,1974,0
Middle East (EI),,1975,0
Middle East (EI),,1976,0
Middle East (EI),,1977,0
Middle East (EI),,1978,0
Middle East (EI),,1979,0
Middle East (EI),,1980,0
Middle East (EI),,1981,0
Middle East (EI),,1982,0
Middle East (EI),,1983,0
Middle East (EI),,1984,0
Middle East (EI),,1985,0
Middle East (EI),,1986,0
Middle East (EI),,1987,0
Middle East (EI),,1988,0
Middle East (EI),,1989,0
Middle East (EI),,1990,0.002957
Middle East (EI),,1991,0
Middle East (EI),,1992,0
Middle East (EI),,1993,0
Middle East (EI),,1994,0
Middle East (EI),,1995,0
Middle East (EI),,1996,0
Middle East (EI),,1997,0.0059139715
Middle East (EI),,1998,0
Middle East (EI),,1999,0.10349458
Middle East (EI),,2000,0.004435554
Middle East (EI),,2001,0.020393617
Middle East (EI),,2002,-0.007890284
Middle East (EI),,2003,-0.0057591647
Middle East (EI),,2004,0.053388044
Middle East (EI),,2005,0.06932028
Middle East (EI),,2006,0.15039583
Middle East (EI),,2007,0.041631937
Middle East (EI),,2008,0.15211195
Middle East (EI),,2009,0.081253886
Middle East (EI),,2010,-0.16565919
Middle East (EI),,2011,0.11277813
Middle East (EI),,2012,0.19092745
Middle East (EI),,2013,-0.16706997
Middle East (EI),,2014,0.048407793
Middle East (EI),,2015,0.06431776
Middle East (EI),,2016,0.8166609
Middle East (EI),,2017,0.603523
Middle East (EI),,2018,1.8230648
Middle East (EI),,2019,0.3914621
Middle East (EI),,2020,2.6512203
Middle East (EI),,2021,0.5268893
Middle East (EI),,2022,0.22466946
Morocco,MAR,1966,0
Morocco,MAR,1967,0
Morocco,MAR,1968,0
Morocco,MAR,1969,0
Morocco,MAR,1970,0
Morocco,MAR,1971,0
Morocco,MAR,1972,0
Morocco,MAR,1973,0
Morocco,MAR,1974,0
Morocco,MAR,1975,0
Morocco,MAR,1976,0
Morocco,MAR,1977,0
Morocco,MAR,1978,0
Morocco,MAR,1979,0
Morocco,MAR,1980,0
Morocco,MAR,1981,0
Morocco,MAR,1982,0
Morocco,MAR,1983,0
Morocco,MAR,1984,0
Morocco,MAR,1985,0
Morocco,MAR,1986,0
Morocco,MAR,1987,0
Morocco,MAR,1988,0
Morocco,MAR,1989,0
Morocco,MAR,1990,0
Morocco,MAR,1991,0
Morocco,MAR,1992,0
Morocco,MAR,1993,0
Morocco,MAR,1994,0
Morocco,MAR,1995,0
Morocco,MAR,1996,0
Morocco,MAR,1997,0
Morocco,MAR,1998,0
Morocco,MAR,1999,0
Morocco,MAR,2000,0.18924722
Morocco,MAR,2001,0.4153494
Morocco,MAR,2002,-0.038634658
Morocco,MAR,2003,0.022183299
Morocco,MAR,2004,-0.014984727
Morocco,MAR,2005,0.017561674
Morocco,MAR,2006,-0.06944418
Morocco,MAR,2007,0.26734555
Morocco,MAR,2008,0.0493356
Morocco,MAR,2009,0.25427055
Morocco,MAR,2010,0.73632157
Morocco,MAR,2011,0.08098948
Morocco,MAR,2012,0.086588025
Morocco,MAR,2013,1.3149812
Morocco,MAR,2014,1.9006524
Morocco,MAR,2015,1.5729122
Morocco,MAR,2016,1.246705
Morocco,MAR,2017,0.045370102
Morocco,MAR,2018,2.0848083
Morocco,MAR,2019,2.2253761
Morocco,MAR,2020,-0.32730103
Morocco,MAR,2021,1.3028717
Morocco,MAR,2022,0.6009922
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,0
Netherlands,NLD,1969,0
Netherlands,NLD,1970,0
Netherlands,NLD,1971,0
Netherlands,NLD,1972,0
Netherlands,NLD,1973,0
Netherlands,NLD,1974,0
Netherlands,NLD,1975,0
Netherlands,NLD,1976,0
Netherlands,NLD,1977,0
Netherlands,NLD,1978,0
Netherlands,NLD,1979,0
Netherlands,NLD,1980,0
Netherlands,NLD,1981,0
Netherlands,NLD,1982,0
Netherlands,NLD,1983,0
Netherlands,NLD,1984,0
Netherlands,NLD,1985,0
Netherlands,NLD,1986,0.002957
Netherlands,NLD,1987,0.002956972
Netherlands,NLD,1988,0.04139797
Netherlands,NLD,1989,0.020698886
Netherlands,NLD,1990,0.097580545
Netherlands,NLD,1991,0.09462361
Netherlands,NLD,1992,0.17446253
Netherlands,NLD,1993,0.079838604
Netherlands,NLD,1994,0.18924719
Netherlands,NLD,1995,0.23360223
Netherlands,NLD,1996,0.3548386
Netherlands,NLD,1997,0.11236584
Netherlands,NLD,1998,0.487903
Netherlands,NLD,1999,0.014785051
Netherlands,NLD,2000,0.544086
Netherlands,NLD,2001,-0.027668953
Netherlands,NLD,2002,0.3375423
Netherlands,NLD,2003,1.0611463
Netherlands,NLD,2004,1.5576804
Netherlands,NLD,2005,0.5386319
Netherlands,NLD,2006,1.8606606
Netherlands,NLD,2007,1.9391961
Netherlands,NLD,2008,2.2476301
Netherlands,NLD,2009,0.83376694
Netherlands,NLD,2010,-1.7168884
Netherlands,NLD,2011,2.9865685
Netherlands,NLD,2012,-0.4097557
Netherlands,NLD,2013,1.6764746
Netherlands,NLD,2014,0.36921692
Netherlands,NLD,2015,4.626013
Netherlands,NLD,2016,1.5410328
Netherlands,NLD,2017,6.254055
Netherlands,NLD,2018,-0.21816444
Netherlands,NLD,2019,2.293682
Netherlands,NLD,2020,9.921562
Netherlands,NLD,2021,6.9891586
Netherlands,NLD,2022,8.032776
New Zealand,NZL,1975,0
New Zealand,NZL,1976,0
New Zealand,NZL,1977,0
New Zealand,NZL,1978,0
New Zealand,NZL,1979,0
New Zealand,NZL,1980,0
New Zealand,NZL,1981,0
New Zealand,NZL,1982,0
New Zealand,NZL,1983,0
New Zealand,NZL,1984,0
New Zealand,NZL,1985,0
New Zealand,NZL,1986,0
New Zealand,NZL,1987,0
New Zealand,NZL,1988,0
New Zealand,NZL,1989,0
New Zealand,NZL,1990,0
New Zealand,NZL,1991,0
New Zealand,NZL,1992,0.0020430111
New Zealand,NZL,1993,0.0008721554
New Zealand,NZL,1994,0.00007169461
New Zealand,NZL,1995,0
New Zealand,NZL,1996,0.021633804
New Zealand,NZL,1997,0.015575448
New Zealand,NZL,1998,0.025063604
New Zealand,NZL,1999,0.050041944
New Zealand,NZL,2000,0.24015221
New Zealand,NZL,2001,0.05286306
New Zealand,NZL,2002,0.045512766
New Zealand,NZL,2003,-0.028842777
New Zealand,NZL,2004,0.61683583
New Zealand,NZL,2005,0.7174182
New Zealand,NZL,2006,0.011217833
New Zealand,NZL,2007,0.85888875
New Zealand,NZL,2008,0.34498
New Zealand,NZL,2009,1.1490026
New Zealand,NZL,2010,0.42078066
New Zealand,NZL,2011,0.8551798
New Zealand,NZL,2012,0.30172968
New Zealand,NZL,2013,-0.19057894
New Zealand,NZL,2014,0.4791708
New Zealand,NZL,2015,0.3769245
New Zealand,NZL,2016,-0.10021973
New Zealand,NZL,2017,-0.7014289
New Zealand,NZL,2018,-0.09361458
New Zealand,NZL,2019,0.47460318
New Zealand,NZL,2020,0.10841751
New Zealand,NZL,2021,0.86084557
New Zealand,NZL,2022,0.5556364
Non-OECD (EI),,1966,0
Non-OECD (EI),,1967,0
Non-OECD (EI),,1968,0
Non-OECD (EI),,1969,0
Non-OECD (EI),,1970,0
Non-OECD (EI),,1971,0
Non-OECD (EI),,1972,0
Non-OECD (EI),,1973,0
Non-OECD (EI),,1974,0
Non-OECD (EI),,1975,0
Non-OECD (EI),,1976,0
Non-OECD (EI),,1977,0
Non-OECD (EI),,1978,0
Non-OECD (EI),,1979,0
Non-OECD (EI),,1980,0
Non-OECD (EI),,1981,0
Non-OECD (EI),,1982,0
Non-OECD (EI),,1983,0
Non-OECD (EI),,1984,0
Non-OECD (EI),,1985,0
Non-OECD (EI),,1986,0
Non-OECD (EI),,1987,0
Non-OECD (EI),,1988,0
Non-OECD (EI),,1989,0
Non-OECD (EI),,1990,0.10152333
Non-OECD (EI),,1991,0.26218888
Non-OECD (EI),,1992,0.2891411
Non-OECD (EI),,1993,0.2698328
Non-OECD (EI),,1994,0.82166326
Non-OECD (EI),,1995,1.5919777
Non-OECD (EI),,1996,-0.37333798
Non-OECD (EI),,1997,0.6707542
Non-OECD (EI),,1998,0.80684185
Non-OECD (EI),,1999,1.5894165
Non-OECD (EI),,2000,1.3169885
Non-OECD (EI),,2001,2.7392821
Non-OECD (EI),,2002,0.5770893
Non-OECD (EI),,2003,2.2367268
Non-OECD (EI),,2004,9.128228
Non-OECD (EI),,2005,4.5079727
Non-OECD (EI),,2006,15.9327545
Non-OECD (EI),,2007,13.756477
Non-OECD (EI),,2008,31.756306
Non-OECD (EI),,2009,47.868484
Non-OECD (EI),,2010,76.584366
Non-OECD (EI),,2011,87.308975
Non-OECD (EI),,2012,101.821045
Non-OECD (EI),,2013,119.46344
Non-OECD (EI),,2014,91.52521
Non-OECD (EI),,2015,116.76239
Non-OECD (EI),,2016,215.79248
Non-OECD (EI),,2017,230.67255
Non-OECD (EI),,2018,208.6709
Non-OECD (EI),,2019,166.40027
Non-OECD (EI),,2020,173.64832
Non-OECD (EI),,2021,583.5205
Non-OECD (EI),,2022,328.21216
North America,,1972,0
North America,,1973,0
North America,,1974,0
North America,,1975,0
North America,,1976,0
North America,,1977,0
North America,,1978,0
North America,,1979,0
North America,,1980,0
North America,,1981,0
North America,,1982,0
North America,,1983,0.0079689445
North America,,1984,0.011415751
North America,,1985,0.00078258105
North America,,1986,-0.0046983324
North America,,1987,-0.0019354708
North America,,1988,-0.007974921
North America,,1989,6.30577
North America,,1990,2.0264544
North America,,1991,0.48491955
North America,,1992,-0.020662308
North America,,1993,0.35843468
North America,,1994,1.3477955
North America,,1995,-0.83893585
North America,,1996,0.21322536
North America,,1997,0.1808691
North America,,1998,-0.77144146
North America,,1999,4.676139
North America,,2000,3.691925
North America,,2001,3.4933796
North America,,2002,10.795513
North America,,2003,3.0676231
North America,,2004,9.20792
North America,,2005,12.137707
North America,,2006,27.57314
North America,,2007,24.02816
